"store_id","store_name","store_city","store_location","product_id","product_name","product_category","product_cost","product_price","stock_on_hand","inventory_status","previous_units_sold","recent_units_sold","average_daily_units","days_of_stock_coverage","demand_change_percent","unit_margin","estimated_recent_revenue","estimated_recent_gross_profit","inventory_value_at_cost"
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
33,"Maven Toys Monterrey 3","Monterrey","Airport",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,11,"positive_stock",0,0,0.00,NULL,NULL,16.00,0.00,0.00,98.89
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,17,"positive_stock",18,0,0.00,NULL,-100.0,16.00,0.00,0.00,152.83
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
36,"Maven Toys Morelia 1","Morelia","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,2,"positive_stock",0,0,0.00,NULL,NULL,16.00,0.00,0.00,17.98
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,11,"positive_stock",9,0,0.00,NULL,-100.0,16.00,0.00,0.00,98.89
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,11,"positive_stock",37,18,0.20,55.0,-51.4,16.00,449.82,288.00,98.89
39,"Maven Toys Xalapa 2","Xalapa","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
40,"Maven Toys Toluca 2","Toluca","Commercial",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,17,"positive_stock",8,9,0.10,170.0,12.5,16.00,224.91,144.00,152.83
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,8,"positive_stock",0,19,0.21,37.9,NULL,16.00,474.81,304.00,71.92
43,"Maven Toys Durango 1","Durango","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
44,"Maven Toys Puebla 3","Puebla","Residential",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
47,"Maven Toys Monterrey 4","Monterrey","Commercial",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,16.00,0.00,0.00,NULL
48,"Maven Toys Saltillo 2","Saltillo","Commercial",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,10,"positive_stock",14,0,0.00,NULL,-100.0,16.00,0.00,0.00,89.90
49,"Maven Toys Culiacan 1","Culiacan","Downtown",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,13,"positive_stock",26,6,0.07,195.0,-76.9,16.00,149.94,96.00,116.87
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",20,"Mini Basketball Hoop","Sports & Outdoors",8.99,24.99,17,"positive_stock",7,20,0.22,76.5,185.7,16.00,499.80,320.00,152.83
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,21,"positive_stock",68,97,1.08,19.5,42.6,3.00,969.03,291.00,146.79
2,"Maven Toys Monterrey 1","Monterrey","Residential",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,20,"positive_stock",120,118,1.31,15.3,-1.7,3.00,1178.82,354.00,139.80
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,3,"positive_stock",72,23,0.26,11.7,-68.1,3.00,229.77,69.00,20.97
4,"Maven Toys Saltillo 1","Saltillo","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,24,"positive_stock",172,129,1.43,16.7,-25.0,3.00,1288.71,387.00,167.76
5,"Maven Toys La Paz 1","La Paz","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,0,"confirmed_zero_stock",196,277,3.08,0.0,41.3,3.00,2767.23,831.00,0.00
6,"Maven Toys Mexicali 1","Mexicali","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,36,"positive_stock",192,124,1.38,26.1,-35.4,3.00,1238.76,372.00,251.64
7,"Maven Toys Monterrey 2","Monterrey","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,49,"positive_stock",73,113,1.26,39.0,54.8,3.00,1128.87,339.00,342.51
8,"Maven Toys Pachuca 1","Pachuca","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,37,"positive_stock",322,197,2.19,16.9,-38.8,3.00,1968.03,591.00,258.63
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,12,"positive_stock",273,179,1.99,6.0,-34.4,3.00,1788.21,537.00,83.88
10,"Maven Toys Campeche 1","Campeche","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,16,"positive_stock",595,548,6.09,2.6,-7.9,3.00,5474.52,1644.00,111.84
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,0,"confirmed_zero_stock",141,140,1.56,0.0,-0.7,3.00,1398.60,420.00,0.00
12,"Maven Toys Chetumal 1","Chetumal","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,15,"positive_stock",81,37,0.41,36.5,-54.3,3.00,369.63,111.00,104.85
13,"Maven Toys Mexicali 2","Mexicali","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,9,"positive_stock",58,82,0.91,9.9,41.4,3.00,819.18,246.00,62.91
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,0,"confirmed_zero_stock",303,209,2.32,0.0,-31.0,3.00,2087.91,627.00,0.00
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,12,"positive_stock",330,184,2.04,5.9,-44.2,3.00,1838.16,552.00,83.88
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,54,"positive_stock",75,229,2.54,21.2,205.3,3.00,2287.71,687.00,377.46
17,"Maven Toys Toluca 1","Toluca","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,27,"positive_stock",66,73,0.81,33.3,10.6,3.00,729.27,219.00,188.73
18,"Maven Toys Merida 1","Merida","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,29,"positive_stock",53,77,0.86,33.9,45.3,3.00,769.23,231.00,202.71
19,"Maven Toys Puebla 1","Puebla","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,24,"positive_stock",36,37,0.41,58.4,2.8,3.00,369.63,111.00,167.76
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,0,"confirmed_zero_stock",62,95,1.06,0.0,53.2,3.00,949.05,285.00,0.00
21,"Maven Toys Santiago 1","Santiago","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,14,"positive_stock",56,127,1.41,9.9,126.8,3.00,1268.73,381.00,97.86
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,30,"positive_stock",131,165,1.83,16.4,26.0,3.00,1648.35,495.00,209.70
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,30,"positive_stock",324,180,2.00,15.0,-44.4,3.00,1798.20,540.00,209.70
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,0,"confirmed_zero_stock",86,198,2.20,0.0,130.2,3.00,1978.02,594.00,0.00
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,5,"positive_stock",25,15,0.17,30.0,-40.0,3.00,149.85,45.00,34.95
26,"Maven Toys Campeche 2","Campeche","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,26,"positive_stock",232,336,3.73,7.0,44.8,3.00,3356.64,1008.00,181.74
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,2,"positive_stock",88,57,0.63,3.2,-35.2,3.00,569.43,171.00,13.98
28,"Maven Toys Puebla 2","Puebla","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,11,"positive_stock",95,15,0.17,66.0,-84.2,3.00,149.85,45.00,76.89
29,"Maven Toys Xalapa 1","Xalapa","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,10,"positive_stock",80,151,1.68,6.0,88.8,3.00,1508.49,453.00,69.90
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,18,"positive_stock",9,14,0.16,115.7,55.6,3.00,139.86,42.00,125.82
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,6,"positive_stock",175,198,2.20,2.7,13.1,3.00,1978.02,594.00,41.94
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,0,"confirmed_zero_stock",84,68,0.76,0.0,-19.0,3.00,679.32,204.00,0.00
33,"Maven Toys Monterrey 3","Monterrey","Airport",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,13,"positive_stock",13,38,0.42,30.8,192.3,3.00,379.62,114.00,90.87
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,22,"positive_stock",40,57,0.63,34.7,42.5,3.00,569.43,171.00,153.78
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,6,"positive_stock",23,29,0.32,18.6,26.1,3.00,289.71,87.00,41.94
36,"Maven Toys Morelia 1","Morelia","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,33,"positive_stock",14,6,0.07,495.0,-57.1,3.00,59.94,18.00,230.67
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,53,"positive_stock",465,438,4.87,10.9,-5.8,3.00,4375.62,1314.00,370.47
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,63,"positive_stock",539,461,5.12,12.3,-14.5,3.00,4605.39,1383.00,440.37
39,"Maven Toys Xalapa 2","Xalapa","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,5,"positive_stock",102,38,0.42,11.8,-62.7,3.00,379.62,114.00,34.95
40,"Maven Toys Toluca 2","Toluca","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,10,"positive_stock",10,3,0.03,300.0,-70.0,3.00,29.97,9.00,69.90
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,29,"positive_stock",34,102,1.13,25.6,200.0,3.00,1018.98,306.00,202.71
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,69,"positive_stock",61,66,0.73,94.1,8.2,3.00,659.34,198.00,482.31
43,"Maven Toys Durango 1","Durango","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,9,"positive_stock",37,38,0.42,21.3,2.7,3.00,379.62,114.00,62.91
44,"Maven Toys Puebla 3","Puebla","Residential",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,14,"positive_stock",90,36,0.40,35.0,-60.0,3.00,359.64,108.00,97.86
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,2,"positive_stock",29,16,0.18,11.3,-44.8,3.00,159.84,48.00,13.98
47,"Maven Toys Monterrey 4","Monterrey","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,25,"positive_stock",0,20,0.22,112.5,NULL,3.00,199.80,60.00,174.75
48,"Maven Toys Saltillo 2","Saltillo","Commercial",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,8,"positive_stock",0,56,0.62,12.9,NULL,3.00,559.44,168.00,55.92
49,"Maven Toys Culiacan 1","Culiacan","Downtown",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,37,"positive_stock",121,49,0.54,68.0,-59.5,3.00,489.51,147.00,258.63
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",21,"Mini Ping Pong Set","Sports & Outdoors",6.99,9.99,36,"positive_stock",65,51,0.57,63.5,-21.5,3.00,509.49,153.00,251.64
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",22,"Monopoly","Games",13.99,19.99,2,"positive_stock",12,27,0.30,6.7,125.0,6.00,539.73,162.00,27.98
2,"Maven Toys Monterrey 1","Monterrey","Residential",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
4,"Maven Toys Saltillo 1","Saltillo","Downtown",22,"Monopoly","Games",13.99,19.99,5,"positive_stock",21,26,0.29,17.3,23.8,6.00,519.74,156.00,69.95
5,"Maven Toys La Paz 1","La Paz","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
6,"Maven Toys Mexicali 1","Mexicali","Commercial",22,"Monopoly","Games",13.99,19.99,5,"positive_stock",0,18,0.20,25.0,NULL,6.00,359.82,108.00,69.95
7,"Maven Toys Monterrey 2","Monterrey","Downtown",22,"Monopoly","Games",13.99,19.99,8,"positive_stock",83,24,0.27,30.0,-71.1,6.00,479.76,144.00,111.92
8,"Maven Toys Pachuca 1","Pachuca","Downtown",22,"Monopoly","Games",13.99,19.99,13,"positive_stock",0,32,0.36,36.6,NULL,6.00,639.68,192.00,181.87
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",22,"Monopoly","Games",13.99,19.99,9,"positive_stock",13,16,0.18,50.6,23.1,6.00,319.84,96.00,125.91
10,"Maven Toys Campeche 1","Campeche","Downtown",22,"Monopoly","Games",13.99,19.99,13,"positive_stock",8,34,0.38,34.4,325.0,6.00,679.66,204.00,181.87
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
12,"Maven Toys Chetumal 1","Chetumal","Downtown",22,"Monopoly","Games",13.99,19.99,4,"positive_stock",18,32,0.36,11.3,77.8,6.00,639.68,192.00,55.96
13,"Maven Toys Mexicali 2","Mexicali","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",22,"Monopoly","Games",13.99,19.99,9,"positive_stock",0,33,0.37,24.5,NULL,6.00,659.67,198.00,125.91
17,"Maven Toys Toluca 1","Toluca","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
18,"Maven Toys Merida 1","Merida","Downtown",22,"Monopoly","Games",13.99,19.99,18,"positive_stock",40,12,0.13,135.0,-70.0,6.00,239.88,72.00,251.82
19,"Maven Toys Puebla 1","Puebla","Commercial",22,"Monopoly","Games",13.99,19.99,3,"positive_stock",27,8,0.09,33.8,-70.4,6.00,159.92,48.00,41.97
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
21,"Maven Toys Santiago 1","Santiago","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",22,"Monopoly","Games",13.99,19.99,4,"positive_stock",0,38,0.42,9.5,NULL,6.00,759.62,228.00,55.96
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",22,"Monopoly","Games",13.99,19.99,11,"positive_stock",40,18,0.20,55.0,-55.0,6.00,359.82,108.00,153.89
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",22,"Monopoly","Games",13.99,19.99,13,"positive_stock",0,21,0.23,55.7,NULL,6.00,419.79,126.00,181.87
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
26,"Maven Toys Campeche 2","Campeche","Commercial",22,"Monopoly","Games",13.99,19.99,5,"positive_stock",41,0,0.00,NULL,-100.0,6.00,0.00,0.00,69.95
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
28,"Maven Toys Puebla 2","Puebla","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
29,"Maven Toys Xalapa 1","Xalapa","Commercial",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
33,"Maven Toys Monterrey 3","Monterrey","Airport",22,"Monopoly","Games",13.99,19.99,5,"positive_stock",14,33,0.37,13.6,135.7,6.00,659.67,198.00,69.95
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",22,"Monopoly","Games",13.99,19.99,15,"positive_stock",18,31,0.34,43.5,72.2,6.00,619.69,186.00,209.85
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
36,"Maven Toys Morelia 1","Morelia","Downtown",22,"Monopoly","Games",13.99,19.99,21,"positive_stock",0,0,0.00,NULL,NULL,6.00,0.00,0.00,293.79
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",22,"Monopoly","Games",13.99,19.99,9,"positive_stock",20,13,0.14,62.3,-35.0,6.00,259.87,78.00,125.91
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",22,"Monopoly","Games",13.99,19.99,8,"positive_stock",17,23,0.26,31.3,35.3,6.00,459.77,138.00,111.92
39,"Maven Toys Xalapa 2","Xalapa","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
40,"Maven Toys Toluca 2","Toluca","Commercial",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",22,"Monopoly","Games",13.99,19.99,9,"positive_stock",0,11,0.12,73.6,NULL,6.00,219.89,66.00,125.91
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",22,"Monopoly","Games",13.99,19.99,7,"positive_stock",44,7,0.08,90.0,-84.1,6.00,139.93,42.00,97.93
43,"Maven Toys Durango 1","Durango","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
44,"Maven Toys Puebla 3","Puebla","Residential",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
47,"Maven Toys Monterrey 4","Monterrey","Commercial",22,"Monopoly","Games",13.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,6.00,0.00,0.00,NULL
48,"Maven Toys Saltillo 2","Saltillo","Commercial",22,"Monopoly","Games",13.99,19.99,2,"positive_stock",1,35,0.39,5.1,3400.0,6.00,699.65,210.00,27.98
49,"Maven Toys Culiacan 1","Culiacan","Downtown",22,"Monopoly","Games",13.99,19.99,8,"positive_stock",48,19,0.21,37.9,-60.4,6.00,379.81,114.00,111.92
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",22,"Monopoly","Games",13.99,19.99,1,"positive_stock",60,8,0.09,11.3,-86.7,6.00,159.92,48.00,13.99
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",23,"Mr. Potatohead","Toys",4.99,9.99,1,"positive_stock",86,73,0.81,1.2,-15.1,5.00,729.27,365.00,4.99
2,"Maven Toys Monterrey 1","Monterrey","Residential",23,"Mr. Potatohead","Toys",4.99,9.99,8,"positive_stock",9,34,0.38,21.2,277.8,5.00,339.66,170.00,39.92
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,13,"positive_stock",54,24,0.27,48.8,-55.6,5.00,239.76,120.00,64.87
4,"Maven Toys Saltillo 1","Saltillo","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,26,"positive_stock",74,74,0.82,31.6,0.0,5.00,739.26,370.00,129.74
5,"Maven Toys La Paz 1","La Paz","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,11,"positive_stock",75,34,0.38,29.1,-54.7,5.00,339.66,170.00,54.89
6,"Maven Toys Mexicali 1","Mexicali","Commercial",23,"Mr. Potatohead","Toys",4.99,9.99,15,"positive_stock",0,25,0.28,54.0,NULL,5.00,249.75,125.00,74.85
7,"Maven Toys Monterrey 2","Monterrey","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,9,"positive_stock",21,23,0.26,35.2,9.5,5.00,229.77,115.00,44.91
8,"Maven Toys Pachuca 1","Pachuca","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,8,"positive_stock",28,21,0.23,34.3,-25.0,5.00,209.79,105.00,39.92
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,31,"positive_stock",116,89,0.99,31.3,-23.3,5.00,889.11,445.00,154.69
10,"Maven Toys Campeche 1","Campeche","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,9,"positive_stock",40,96,1.07,8.4,140.0,5.00,959.04,480.00,44.91
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,23,"positive_stock",170,82,0.91,25.2,-51.8,5.00,819.18,410.00,114.77
12,"Maven Toys Chetumal 1","Chetumal","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,15,"positive_stock",0,1,0.01,1350.0,NULL,5.00,9.99,5.00,74.85
13,"Maven Toys Mexicali 2","Mexicali","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,6,"positive_stock",19,36,0.40,15.0,89.5,5.00,359.64,180.00,29.94
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,4,"positive_stock",6,32,0.36,11.3,433.3,5.00,319.68,160.00,19.96
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,18,"positive_stock",0,44,0.49,36.8,NULL,5.00,439.56,220.00,89.82
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,2,"positive_stock",3,39,0.43,4.6,1200.0,5.00,389.61,195.00,9.98
17,"Maven Toys Toluca 1","Toluca","Downtown",23,"Mr. Potatohead","Toys",4.99,9.99,13,"positive_stock",21,12,0.13,97.5,-42.9,5.00,119.88,60.00,64.87
